시군명,접수일자,상태,품종,품종상세,나이,체중,성별,중성화여부
고양시,2022-12,종료(자연사),개,믹스견,5,22.0,F,N
평택시,2022-12,종료(자연사),개,믹스견,2,2.7,M,N
평택시,2022-12,종료(반환),개,말티즈,3,2.7,F,Q
평택시,2022-12,종료(반환),개,스탠다드 푸들,6,14.0,M,N
평택시,2022-12,종료(자연사),개,믹스견,2,3.0,M,N
평택시,2022-12,종료(반환),개,믹스견,2,5.0,F,N
평택시,2022-12,종료(안락사),개,비숑 프리제,8,8.0,M,N
평택시,2022-12,종료(반환),개,푸들,8,4.0,M,Y
성남시,2022-12,종료(반환),개,비숑 프리제,5,5.9,M,Y
성남시,2022-12,종료(입양),고양이,먼치킨,6,2.0,F,Q
수원시,2022-12,보호중,개,믹스견,5,20.9,M,Y
양주시,2022-12,종료(안락사),고양이,한국 고양이,3,4.0,F,Q
양주시,2022-12,종료(입양),개,푸들,2,5.4,M,Y
시흥시,2022-12,보호중,개,믹스견,2,1.7,M,N
광주시,2022-12,종료(기증),개,믹스견,3,30.0,M,N
화성시,2022-12,종료(반환),개,믹스견,4,13.0,M,N
화성시,2022-12,종료(반환),개,믹스견,5,18.0,F,Q
화성시,2022-12,종료(자연사),개,믹스견,2,4.0,M,N
양평군,2022-12,보호중,개,믹스견,7,20.0,F,N
연천군,2022-12,종료(반환),개,믹스견,4,20.0,F,Q
김포시,2022-12,종료(안락사),개,믹스견,2,2.4,F,Q
김포시,2022-12,종료(안락사),개,믹스견,2,2.9,F,Q
안양시,2022-12,종료(입양),고양이,한국 고양이,2,2.0,M,N
수원시,2022-12,종료(반환),개,믹스견,3,5.6,M,Y
광주시,2022-12,종료(자연사),고양이,한국 고양이,5,3.0,F,Y
남양주시,2022-12,종료(입양),고양이,스코티시폴드,4,5.0,M,Q
고양시,2022-12,종료(반환),개,믹스견,4,7.0,M,N
시흥시,2022-12,종료(입양),개,믹스견,2,1.6,M,N
김포시,2022-12,종료(안락사),개,믹스견,2,2.7,F,Q
파주시,2022-12,종료(입양),개,푸들,7,5.8,M,Y
포천시,2022-12,종료(안락사),개,믹스견,4,18.0,M,N
부천시,2022-12,종료(입양),고양이,믹스묘,2,0.97,Q,Q
수원시,2022-12,종료(입양),개,믹스견,2,7.9,M,Y
평택시,2022-12,종료(입양),개,믹스견,2,2.7,M,N
시흥시,2022-12,종료(안락사),개,믹스견,2,2.4,M,N
시흥시,2022-12,보호중,개,믹스견,2,1.8,F,N
평택시,2022-12,종료(자연사),개,믹스견,2,2.5,M,N
시흥시,2022-12,보호중,개,믹스견,2,1.6,F,N
시흥시,2022-12,종료(안락사),개,믹스견,2,1.7,M,N
안성시,2022-12,종료(자연사),고양이,믹스묘,4,1.44,Q,Q
수원시,2022-12,보호중,고양이,한국 고양이,4,4.2,M,Y
용인시,2022-12,종료(입양),개,믹스견,2,2.15,M,N
용인시,2022-12,종료(기증),개,믹스견,2,2.4,M,N
용인시,2022-12,종료(기증),개,믹스견,2,2.8,M,N
고양시,2022-12,종료(입양),개,믹스견,4,4.5,M,N
고양시,2022-12,종료(입양),개,프렌치 불독,4,13.0,M,N
고양시,2022-12,보호중,고양이,한국 고양이,5,5.0,M,N
안산시,2022-12,종료(반환),개,잭 러셀 테리어,7,4.0,M,Y
평택시,2022-12,종료(안락사),개,믹스견,3,15.0,M,N
평택시,2022-12,종료(안락사),개,믹스견,2,3.5,F,N
구리시,2022-12,종료(반환),개,스피츠,5,7.0,M,N
수원시,2022-12,종료(입양),개,말티즈,7,3.5,M,Y
광주시,2022-12,종료(입양),개,믹스견,2,0.8,M,N
광주시,2022-12,종료(입양),개,믹스견,2,0.8,F,N
광주시,2022-12,종료(입양),개,믹스견,2,0.8,F,N
광주시,2022-12,종료(입양),개,믹스견,4,15.0,F,N
안성시,2022-12,종료(자연사),개,믹스견,2,3.2,M,N
용인시,2022-12,종료(입양),고양이,노르웨이 숲,2,2.0,M,Y
용인시,2022-12,종료(입양),고양이,믹스묘,2,1.1,M,N
용인시,2022-12,종료(기증),개,믹스견,2,2.1,F,N
평택시,2022-12,종료(자연사),개,믹스견,10,8.0,F,Q
부천시,2022-12,보호중,개,믹스견,5,12.0,F,Q
부천시,2022-12,종료(반환),개,포메라니안,4,3.5,M,N
성남시,2022-12,종료(기증),개,믹스견,3,14.92,M,N
성남시,2022-12,종료(반환),개,시바,8,10.2,M,N
수원시,2022-12,보호중,개,믹스견,2,6.7,M,Y
평택시,2022-12,종료(입양),개,믹스견,2,2.0,M,N
평택시,2022-12,종료(자연사),개,믹스견,2,2.3,M,N
양주시,2022-12,종료(입양),개,보더 콜리,4,12.0,M,N
포천시,2022-12,종료(입양),개,믹스견,2,4.4,M,N
포천시,2022-12,종료(입양),개,믹스견,2,5.0,M,N
포천시,2022-12,종료(입양),개,믹스견,2,4.4,F,Q
포천시,2022-12,종료(입양),개,믹스견,2,2.6,F,Q
포천시,2022-12,종료(입양),개,믹스견,2,5.2,F,Q
양평군,2022-12,종료(기증),개,믹스견,2,4.0,F,N
양평군,2022-12,종료(기증),개,믹스견,2,4.0,M,N
양평군,2022-12,종료(입양),개,믹스견,2,1.0,M,N
김포시,2022-12,종료(반환),개,믹스견,5,7.5,M,N
김포시,2022-12,종료(안락사),개,믹스견,2,2.1,M,N
김포시,2022-12,종료(안락사),개,믹스견,2,1.5,F,Q
김포시,2022-12,종료(안락사),개,믹스견,2,2.2,F,Q
김포시,2022-12,종료(반환),개,골든 리트리버,2,4.7,M,N
김포시,2022-12,종료(반환),개,골든 리트리버,2,4.6,F,Q
김포시,2022-12,종료(기증),개,믹스견,4,5.0,M,Y
포천시,2022-12,보호중,개,믹스견,2,6.0,F,Q
시흥시,2022-12,종료(입양),개,프렌치 불독,9,14.0,F,N
고양시,2022-12,종료(기증),개,요크셔 테리어,3,4.5,M,N
평택시,2022-12,종료(자연사),개,믹스견,2,3.0,F,N
김포시,2022-12,종료(안락사),개,믹스견,2,1.6,F,Q
구리시,2022-12,종료(반환),고양이,한국 고양이,5,6.8,M,Y
광주시,2022-12,종료(기증),고양이,페르시안,3,3.0,M,N
포천시,2022-12,종료(입양),개,믹스견,2,4.9,F,Q
파주시,2022-12,종료(기증),개,믹스견,2,7.7,M,N
용인시,2022-12,종료(기증),개,믹스견,2,2.7,M,N
평택시,2022-12,종료(자연사),개,믹스견,2,2.5,F,N
안양시,2022-12,종료(입양),고양이,한국 고양이,2,2.0,M,N
화성시,2022-12,종료(자연사),개,믹스견,5,12.0,M,Q
포천시,2022-12,종료(안락사),개,믹스견,3,15.0,M,N
포천시,2022-12,종료(반환),개,포메라니안,3,4.5,M,Y
포천시,2022-12,종료(안락사),개,믹스견,2,1.1,F,Q
포천시,2022-12,종료(입양),개,믹스견,2,1.2,M,N
연천군,2022-12,종료(안락사),개,믹스견,4,16.0,F,Q
안성시,2022-12,종료(자연사),개,믹스견,5,20.0,M,N
용인시,2022-12,종료(입양),개,말티즈,3,2.8,F,Q
고양시,2022-12,종료(안락사),개,믹스견,2,7.0,F,Q
고양시,2022-12,종료(입양),개,믹스견,5,4.0,F,Q
광명시,2022-12,보호중,개,믹스견,2,2.8,F,N
안양시,2022-12,종료(안락사),개,믹스견,2,2.3,F,N
안양시,2022-12,종료(반환),개,말티즈,6,2.5,M,N
포천시,2022-12,종료(안락사),개,믹스견,2,1.2,M,N
포천시,2022-12,종료(안락사),개,믹스견,2,1.2,M,N
양평군,2022-12,보호중,개,믹스견,5,8.0,F,N
포천시,2022-12,종료(자연사),개,골든 리트리버,2,20.0,M,N
안산시,2022-12,보호중,개,믹스견,2,4.3,M,Y
수원시,2022-12,종료(입양),개,믹스견,8,6.0,F,Q
여주시,2022-12,종료(안락사),개,도사,6,40.0,F,N
평택시,2022-12,종료(안락사),개,믹스견,8,13.0,M,N
성남시,2022-12,종료(기증),개,믹스견,2,2.6,F,N
성남시,2022-12,종료(기증),개,믹스견,2,3.16,F,N
성남시,2022-12,종료(안락사),고양이,한국 고양이,2,2.75,M,N
성남시,2022-12,종료(입양),기타축종,사랑앵무,3,0.04,Q,Q
수원시,2022-12,종료(기증),개,믹스견,5,8.3,M,Y
수원시,2022-12,종료(입양),개,프렌치 불독,9,8.7,M,Y
평택시,2022-12,종료(기증),개,믹스견,7,8.5,M,N
평택시,2022-12,종료(입양),개,푸들,5,5.0,F,Q
성남시,2022-12,종료(기증),개,믹스견,2,3.6,M,N
성남시,2022-12,종료(기증),개,믹스견,2,3.16,M,N
여주시,2022-12,종료(입양),개,믹스견,2,1.7,F,N
여주시,2022-12,종료(입양),개,믹스견,2,1.6,M,N
여주시,2022-12,종료(입양),개,믹스견,2,1.6,M,N
여주시,2022-12,종료(자연사),개,믹스견,2,1.8,F,N
여주시,2022-12,종료(반환),개,보르조이,10,30.0,F,N
성남시,2022-12,종료(기증),개,믹스견,2,2.9,M,N
평택시,2022-12,종료(안락사),개,믹스견,5,10.0,M,N
평택시,2022-12,종료(자연사),고양이,한국 고양이,2,0.6,F,N
이천시,2022-12,종료(안락사),개,믹스견,5,5.5,M,N
이천시,2022-12,종료(자연사),개,믹스견,5,17.0,F,N
이천시,2022-12,종료(안락사),개,믹스견,5,8.5,M,N
이천시,2022-12,종료(입양),고양이,한국 고양이,4,2.5,F,N
평택시,2022-12,종료(자연사),개,골든 리트리버,10,14.0,F,Q
성남시,2022-12,종료(입양),개,시베리안 허스키,8,31.0,M,N
남양주시,2022-12,종료(자연사),개,믹스견,2,2.8,F,N
남양주시,2022-12,종료(자연사),개,믹스견,2,3.0,F,N
남양주시,2022-12,종료(안락사),개,믹스견,7,15.0,F,Q
남양주시,2022-12,종료(반환),개,시바,5,10.0,M,N
고양시,2022-12,종료(입양),개,믹스견,3,6.0,F,Q
고양시,2022-12,종료(입양),개,믹스견,2,2.2,F,N
고양시,2022-12,보호중,개,믹스견,2,2.1,F,N
남양주시,2022-12,종료(자연사),개,믹스견,2,3.0,F,N
남양주시,2022-12,종료(자연사),개,믹스견,2,2.9,M,N
고양시,2022-12,보호중,개,믹스견,2,1.1,M,N
여주시,2022-12,종료(자연사),개,진도견,2,2.7,F,N
오산시,2022-12,종료(자연사),고양이,한국 고양이,2,0.3,F,N
고양시,2022-12,보호중,개,믹스견,3,7.0,F,Q
고양시,2022-12,종료(자연사),고양이,한국 고양이,5,6.5,Q,Y
화성시,2022-12,종료(반환),개,믹스견,5,8.0,M,Q
화성시,2022-12,종료(반환),개,믹스견,5,5.0,F,Q
화성시,2022-12,종료(안락사),개,믹스견,5,15.0,M,N
안성시,2022-12,종료(자연사),개,믹스견,2,3.85,F,N
안성시,2022-12,종료(자연사),개,믹스견,6,13.48,M,N
안성시,2022-12,종료(입양),개,믹스견,5,10.88,M,N
안성시,2022-12,종료(안락사),개,믹스견,4,15.6,M,N
김포시,2022-12,종료(안락사),개,믹스견,2,1.2,F,Q
김포시,2022-12,종료(안락사),개,믹스견,2,1.4,M,N
김포시,2022-12,종료(안락사),개,믹스견,2,1.4,M,N
구리시,2022-12,종료(입양),개,말티즈,8,4.3,M,Y
김포시,2022-12,종료(안락사),개,믹스견,2,1.3,M,N
수원시,2022-12,종료(입양),개,슈나우져,10,10.0,M,Y
동두천시,2022-12,종료(반환),개,믹스견,5,13.0,F,Q
동두천시,2022-12,종료(반환),개,불독,10,26.0,M,Y
의정부시,2022-12,종료(입양),기타축종,햄스터,2,0.02,F,Q
의정부시,2022-12,종료(입양),기타축종,햄스터,2,0.02,F,Q
의정부시,2022-12,종료(입양),기타축종,햄스터,2,0.03,M,Q
의정부시,2022-12,종료(입양),기타축종,햄스터,2,0.02,M,Q
의정부시,2022-12,종료(입양),기타축종,햄스터,2,0.02,F,Q
의정부시,2022-12,종료(입양),기타축종,햄스터,2,0.02,F,Q
의정부시,2022-12,종료(입양),기타축종,햄스터,2,0.02,M,Q
의정부시,2022-12,종료(입양),기타축종,햄스터,2,0.02,F,Q
김포시,2022-12,종료(안락사),개,믹스견,2,2.9,F,Q
김포시,2022-12,종료(안락사),개,믹스견,2,3.7,F,Q
연천군,2022-12,종료(자연사),고양이,한국 고양이,2,1.0,F,Q
양주시,2022-12,종료(반환),개,믹스견,4,18.0,M,N
안산시,2022-12,종료(입양),개,믹스견,3,7.0,M,N
의왕시,2022-12,종료(안락사),개,믹스견,2,5.0,F,N
고양시,2022-12,종료(안락사),개,믹스견,2,3.16,M,N
고양시,2022-12,종료(안락사),개,믹스견,2,3.12,F,N
광주시,2022-12,종료(입양),개,보스턴 테리어,4,7.5,F,N
용인시,2022-12,보호중,개,믹스견,6,15.0,M,N
의왕시,2022-12,종료(안락사),개,믹스견,2,5.0,F,N
의왕시,2022-12,종료(자연사),개,믹스견,2,5.0,F,N
의왕시,2022-12,종료(안락사),개,믹스견,2,5.0,F,N
고양시,2022-12,종료(안락사),개,믹스견,2,2.88,M,N
고양시,2022-12,종료(안락사),개,믹스견,2,1.98,F,N
고양시,2022-12,보호중,개,믹스견,5,8.0,F,N
시흥시,2022-12,종료(입양),개,비숑 프리제,3,3.5,M,N
시흥시,2022-12,종료(안락사),개,진도견,4,20.0,F,Q
오산시,2022-12,종료(반환),개,말티즈,6,2.5,F,Q
오산시,2022-12,종료(안락사),개,치와와,13,2.8,F,Q
오산시,2022-12,종료(자연사),개,코카 스파니엘,13,10.0,F,Q
남양주시,2022-12,종료(반환),개,믹스견,4,17.5,M,N
고양시,2022-12,보호중,개,믹스견,2,3.42,M,N
고양시,2022-12,종료(안락사),개,믹스견,2,3.58,M,N
파주시,2022-12,종료(안락사),고양이,한국 고양이,4,5.5,F,Q
파주시,2022-12,종료(안락사),개,믹스견,5,24.7,M,N
용인시,2022-12,종료(반환),기타축종,토끼,3,2.1,Q,Q
부천시,2022-12,종료(입양),개,믹스견,2,9.6,F,Q
성남시,2022-12,종료(안락사),고양이,한국 고양이,10,1.9,F,Q
고양시,2022-12,보호중,개,믹스견,5,15.0,F,N
고양시,2022-12,종료(안락사),개,믹스견,4,12.0,M,N
안산시,2022-12,종료(안락사),개,믹스견,2,3.7,F,N
평택시,2022-12,종료(자연사),고양이,한국 고양이,2,0.8,Q,N
평택시,2022-12,종료(반환),개,믹스견,3,9.0,M,N
평택시,2022-12,종료(안락사),개,믹스견,4,11.0,F,N
평택시,2022-12,종료(방사),고양이,한국 고양이,5,7.0,M,N
평택시,2022-12,종료(자연사),고양이,한국 고양이,2,0.55,F,N
양평군,2022-12,종료(반환),개,믹스견,7,10.0,M,N
광주시,2022-12,종료(반환),개,믹스견,4,12.0,M,N
광주시,2022-12,종료(기증),개,믹스견,3,10.0,M,N
평택시,2022-12,종료(안락사),개,믹스견,3,5.0,F,N
부천시,2022-12,종료(반환),개,믹스견,7,14.0,M,Y
평택시,2022-12,종료(자연사),고양이,한국 고양이,2,2.5,M,N
평택시,2022-12,종료(안락사),개,믹스견,3,4.0,M,N
화성시,2022-12,종료(입양),개,믹스견,3,4.0,F,Q
화성시,2022-12,종료(입양),개,슈나우져,5,5.0,F,Q
화성시,2022-12,종료(반환),개,믹스견,5,10.0,M,Q
화성시,2022-12,종료(입양),개,믹스견,3,12.0,F,Q
화성시,2022-12,종료(기증),개,푸들,5,4.0,M,Q
광명시,2022-12,종료(자연사),개,믹스견,2,1.5,F,N
광명시,2022-12,종료(입양),고양이,한국 고양이,2,1.8,M,N
광명시,2022-12,종료(입양),고양이,한국 고양이,2,1.8,F,N
광명시,2022-12,종료(입양),개,믹스견,2,1.5,M,N
포천시,2022-12,종료(자연사),고양이,한국 고양이,2,0.7,M,N
수원시,2022-12,종료(자연사),개,믹스견,10,28.5,M,Y
포천시,2022-12,종료(반환),개,프렌치 불독,11,15.0,M,N
부천시,2022-12,종료(입양),고양이,스핑크스,4,4.4,M,Q
성남시,2022-12,종료(반환),개,치와와,7,4.7,F,Q
부천시,2022-12,종료(입양),개,치와와,3,2.5,F,Q
남양주시,2022-12,종료(반환),개,믹스견,7,11.0,F,Q
남양주시,2022-12,종료(자연사),기타축종,알수없음,2,0.1,Q,Q
부천시,2022-12,종료(반환),개,웰시 코기 펨브로크,5,15.0,M,Y
부천시,2022-12,종료(반환),개,셔틀랜드 쉽독,3,5.9,F,Q
부천시,2022-12,종료(입양),고양이,한국 고양이,2,1.0,F,N
안산시,2022-12,종료(자연사),고양이,한국 고양이,2,0.8,Q,N
안산시,2022-12,종료(자연사),고양이,한국 고양이,2,0.8,F,N
안산시,2022-12,종료(자연사),고양이,한국 고양이,2,0.8,Q,N
안산시,2022-12,종료(자연사),고양이,한국 고양이,2,0.8,M,N
안산시,2022-12,종료(자연사),고양이,한국 고양이,2,0.8,Q,N
의정부시,2022-12,종료(입양),고양이,한국 고양이,2,0.6,M,N
고양시,2022-12,종료(안락사),개,믹스견,2,10.0,M,N
포천시,2022-12,종료(안락사),고양이,한국 고양이,2,1.3,F,Q
포천시,2022-12,종료(안락사),개,믹스견,4,14.0,M,N
포천시,2022-12,종료(자연사),고양이,한국 고양이,2,0.9,M,N
광명시,2022-12,종료(자연사),개,믹스견,2,3.0,M,N
광명시,2022-12,종료(자연사),개,믹스견,2,3.0,M,N
하남시,2022-12,종료(입양),개,믹스견,2,2.0,M,N
이천시,2022-12,종료(안락사),개,믹스견,2,1.6,F,N
남양주시,2022-12,종료(반환),개,말티즈,7,4.4,M,Y
이천시,2022-12,종료(자연사),개,믹스견,2,1.5,F,N
이천시,2022-12,종료(자연사),개,믹스견,2,1.3,F,N
이천시,2022-12,종료(안락사),개,믹스견,6,19.0,F,N
광주시,2022-12,종료(입양),고양이,한국 고양이,2,0.4,F,N
평택시,2022-12,종료(자연사),개,믹스견,2,17.0,F,Q
평택시,2022-12,종료(입양),고양이,한국 고양이,2,0.8,F,N
평택시,2022-12,종료(안락사),개,믹스견,2,4.0,F,N
평택시,2022-12,종료(입양),개,프렌치 불독,4,9.0,M,N
부천시,2022-12,종료(반환),개,믹스견,7,8.0,M,Q
남양주시,2022-12,종료(입양),개,퍼그,4,3.8,M,Y
부천시,2022-12,종료(입양),고양이,한국 고양이,2,0.5,Q,N
부천시,2022-12,종료(반환),개,말티즈,12,2.8,F,Q
안양시,2022-12,종료(입양),기타축종,알수없음,2,1.0,Q,Q
이천시,2022-12,종료(안락사),개,풍산견,4,23.0,M,N
이천시,2022-12,종료(자연사),개,믹스견,2,1.5,F,N
이천시,2022-12,종료(자연사),고양이,한국 고양이,2,0.8,F,N
이천시,2022-12,종료(자연사),개,믹스견,2,1.5,F,N
하남시,2022-12,종료(입양),고양이,아비시니안,4,4.0,M,Y
수원시,2022-12,종료(반환),개,믹스견,9,4.3,M,N
군포시,2022-12,종료(입양),개,믹스견,2,3.0,M,N
군포시,2022-12,종료(입양),개,믹스견,2,3.0,F,N
군포시,2022-12,종료(자연사),개,믹스견,2,3.0,F,N
군포시,2022-12,종료(자연사),개,믹스견,2,3.0,F,N
포천시,2022-12,종료(입양),개,믹스견,2,0.1,Q,Q
포천시,2022-12,종료(입양),개,믹스견,3,5.0,F,Q
포천시,2022-12,종료(입양),개,프렌치 불독,4,7.4,F,Q
포천시,2022-12,종료(안락사),개,믹스견,4,10.0,F,Q
포천시,2022-12,종료(안락사),개,믹스견,2,2.3,F,Q
포천시,2022-12,종료(입양),개,믹스견,2,1.7,F,Q
포천시,2022-12,종료(안락사),개,믹스견,5,16.0,M,Y
김포시,2022-12,종료(기증),개,푸들,3,4.4,M,N
김포시,2022-12,종료(안락사),개,믹스견,3,16.0,M,N
김포시,2022-12,종료(입양),고양이,믹스묘,3,3.1,M,N
고양시,2022-12,종료(자연사),고양이,한국 고양이,2,1.2,F,N
고양시,2022-12,종료(기증),개,믹스견,5,12.0,M,N
고양시,2022-12,종료(안락사),개,믹스견,5,3.5,F,Q
안산시,2022-12,종료(입양),개,비숑 프리제,5,2.7,M,N
부천시,2022-12,종료(반환),고양이,레그돌,2,6.7,M,Y
남양주시,2022-12,종료(안락사),개,믹스견,5,17.5,M,N
여주시,2022-12,종료(자연사),개,믹스견,2,2.5,F,N
가평군,2022-12,종료(반환),개,믹스견,4,13.0,F,N
성남시,2022-12,종료(입양),개,포메라니안,8,3.2,F,Q
수원시,2022-12,종료(반환),개,믹스견,10,8.0,F,N
수원시,2022-12,종료(입양),기타축종,거위,3,3.8,Q,Q
수원시,2022-12,종료(입양),기타축종,거위,3,4.0,Q,Q
여주시,2022-12,종료(자연사),개,믹스견,2,3.0,M,N
여주시,2022-12,종료(안락사),개,라브라도 리트리버,7,23.0,M,Y
여주시,2022-12,종료(입양),개,골든 리트리버,9,35.0,M,N
광주시,2022-12,종료(기증),고양이,한국 고양이,2,1.0,F,N
연천군,2022-12,종료(자연사),개,믹스견,5,15.0,M,N
안성시,2022-12,종료(반환),개,믹스견,2,5.46,F,N
이천시,2022-12,종료(입양),개,진도견,2,3.0,F,N
이천시,2022-12,종료(안락사),개,믹스견,3,18.0,F,N
이천시,2022-12,종료(안락사),개,풍산견,2,8.5,M,N
이천시,2022-12,종료(입양),개,믹스견,2,3.7,M,N
이천시,2022-12,종료(입양),개,골든 리트리버,4,25.0,F,N
이천시,2022-12,종료(자연사),고양이,한국 고양이,2,1.0,F,N
파주시,2022-12,종료(반환),개,말티즈,12,4.7,F,Q
시흥시,2022-12,종료(입양),고양이,스코티시폴드,3,2.2,F,Q
시흥시,2022-12,종료(반환),개,믹스견,2,10.0,M,N
오산시,2022-12,종료(반환),개,푸들,6,6.0,M,Y
성남시,2022-12,종료(입양),개,믹스견,2,0.56,M,N
성남시,2022-12,종료(기증),개,믹스견,5,7.64,F,N
성남시,2022-12,종료(방사),고양이,한국 고양이,2,0.8,M,N
남양주시,2022-12,종료(입양),고양이,한국 고양이,2,0.5,M,Q
성남시,2022-12,종료(입양),고양이,한국 고양이,2,0.5,F,N
이천시,2022-12,종료(자연사),개,믹스견,2,4.7,M,N
남양주시,2022-12,종료(입양),고양이,샴,4,4.5,F,Q
안산시,2022-12,종료(입양),개,닥스훈트,4,5.5,M,N
안산시,2022-12,종료(입양),개,웰시 코기 펨브로크,3,5.5,M,N
안산시,2022-12,종료(반환),개,비숑 프리제,6,5.0,F,Q
안산시,2022-12,종료(안락사),개,믹스견,2,13.0,F,Q
평택시,2022-12,종료(자연사),고양이,한국 고양이,2,0.5,F,N
부천시,2022-12,종료(입양),고양이,믹스묘,2,0.7,M,N
성남시,2022-12,종료(기증),개,믹스견,2,0.72,M,N
용인시,2022-12,종료(기증),개,믹스견,2,10.2,M,N
군포시,2022-12,보호중,개,믹스견,3,10.0,F,Q
군포시,2022-12,보호중,개,믹스견,2,3.5,F,N
군포시,2022-12,종료(입양),개,믹스견,2,3.5,F,N
군포시,2022-12,종료(입양),개,믹스견,2,3.0,F,N
군포시,2022-12,종료(입양),개,믹스견,2,2.5,F,N
군포시,2022-12,종료(입양),개,믹스견,2,2.0,M,N
군포시,2022-12,종료(입양),개,믹스견,2,3.2,F,N
군포시,2022-12,보호중,개,믹스견,2,3.8,F,N
군포시,2022-12,보호중,개,믹스견,2,4.0,F,N
군포시,2022-12,종료(입양),개,믹스견,2,4.0,M,N
군포시,2022-12,보호중,개,믹스견,3,11.0,F,Q
군포시,2022-12,보호중,개,믹스견,2,3.5,F,N
광명시,2022-12,종료(입양),개,믹스견,3,15.0,F,Q
군포시,2022-12,보호중,개,믹스견,3,9.0,M,N
군포시,2022-12,종료(입양),개,믹스견,2,2.0,F,N
군포시,2022-12,종료(입양),개,믹스견,2,3.5,F,Q
광주시,2022-12,종료(안락사),개,진도견,4,18.0,F,N
화성시,2022-12,종료(안락사),개,믹스견,5,14.0,F,Q
양평군,2022-12,종료(기증),개,믹스견,7,5.0,M,N
포천시,2022-12,종료(안락사),개,믹스견,2,4.5,M,N
양주시,2022-12,종료(입양),개,믹스견,3,18.0,F,Q
연천군,2022-12,보호중,개,믹스견,2,3.1,F,Q
부천시,2022-12,종료(반환),개,보더 콜리,2,22.0,M,N
성남시,2022-12,종료(반환),개,이탈리안 그레이 하운드,3,4.3,F,Q
수원시,2022-12,종료(입양),고양이,한국 고양이,0,0.78,F,N
시흥시,2022-12,종료(안락사),개,믹스견,7,14.0,F,Q
시흥시,2022-12,종료(반환),개,풍산견,5,16.0,M,Y
용인시,2022-12,종료(입양),개,믹스견,2,6.3,M,N
파주시,2022-12,종료(반환),개,셰퍼드,4,36.1,M,N
파주시,2022-12,종료(반환),개,믹스견,6,10.4,F,N
가평군,2022-12,종료(기증),개,포메라니안,7,5.0,M,N
평택시,2022-12,종료(자연사),고양이,한국 고양이,2,0.6,F,N
평택시,2022-12,종료(자연사),개,골든 리트리버,5,25.0,M,N
평택시,2022-12,종료(입양),개,믹스견,4,8.0,M,N
평택시,2022-12,종료(안락사),개,믹스견,2,6.5,F,N
평택시,2022-12,종료(자연사),고양이,믹스묘,2,0.4,F,N
의정부시,2022-12,종료(안락사),고양이,한국 고양이,2,0.4,F,Q
의왕시,2022-12,종료(안락사),개,말티즈,15,2.8,M,N
양주시,2022-12,종료(반환),개,라브라도 리트리버,3,18.0,M,N
고양시,2022-12,종료(안락사),개,믹스견,3,11.0,M,N
부천시,2022-12,종료(반환),개,셔틀랜드 쉽독,3,5.97,F,Q
가평군,2022-12,종료(자연사),개,믹스견,6,18.0,M,N
용인시,2022-12,종료(입양),개,믹스견,2,6.3,M,N
양평군,2022-11,종료(기증),개,믹스견,2,4.0,M,N
양평군,2022-11,보호중,개,믹스견,2,4.0,M,N
양평군,2022-11,보호중,개,믹스견,7,9.0,F,N
양평군,2022-11,종료(입양),개,믹스견,2,1.0,F,N
양평군,2022-11,종료(입양),개,믹스견,2,1.0,F,N
양평군,2022-11,종료(입양),개,믹스견,2,1.0,F,N
양평군,2022-11,종료(입양),개,믹스견,2,1.0,F,N
양평군,2022-11,종료(입양),개,믹스견,2,4.0,F,N
포천시,2022-11,종료(안락사),개,믹스견,2,3.3,F,Q
포천시,2022-11,종료(안락사),개,믹스견,2,3.4,M,N
포천시,2022-11,종료(안락사),개,믹스견,2,3.8,M,N
포천시,2022-11,종료(안락사),개,믹스견,2,3.9,F,Q
포천시,2022-11,종료(안락사),개,믹스견,2,1.3,M,N
포천시,2022-11,종료(안락사),개,믹스견,2,1.2,F,Q
포천시,2022-11,종료(안락사),개,믹스견,2,1.4,M,N
포천시,2022-11,종료(안락사),개,믹스견,2,1.5,F,Q
포천시,2022-11,종료(기증),개,믹스견,3,5.0,F,Q
포천시,2022-11,종료(안락사),개,믹스견,3,18.0,M,N
연천군,2022-11,종료(반환),개,믹스견,3,16.0,F,Q
연천군,2022-11,종료(반환),개,믹스견,3,16.0,M,N
구리시,2022-11,종료(반환),개,믹스견,3,11.0,F,Q
구리시,2022-11,종료(반환),개,믹스견,3,11.0,M,N
의정부시,2022-11,종료(반환),개,믹스견,3,16.0,M,N
광주시,2022-11,종료(안락사),개,시베리안 허스키,5,25.0,M,N
광주시,2022-11,종료(기증),개,믹스견,2,3.0,F,N
광주시,2022-11,종료(입양),개,믹스견,2,3.0,F,N
파주시,2022-11,종료(입양),고양이,한국 고양이,4,3.6,F,N
파주시,2022-11,종료(방사),고양이,한국 고양이,4,4.0,Q,Q
평택시,2022-11,종료(입양),개,믹스견,2,1.0,F,N
파주시,2022-11,종료(입양),개,토이 푸들,5,5.1,F,N
용인시,2022-11,종료(기증),고양이,믹스묘,2,1.0,M,Q
파주시,2022-11,종료(안락사),개,믹스견,7,15.2,M,N
김포시,2022-11,종료(안락사),개,믹스견,2,5.6,F,Q
포천시,2022-11,종료(안락사),개,믹스견,2,1.5,M,N
오산시,2022-11,종료(반환),개,골든 리트리버,7,23.0,F,N
남양주시,2022-11,종료(안락사),개,믹스견,2,3.0,F,N
남양주시,2022-11,종료(자연사),개,믹스견,2,3.0,F,N
