시군명,접수일자,상태,품종,품종상세,나이,체중,성별,중성화여부
오산시,2023-05,보호중,고양이,한국 고양이,0,0.11,Q,N
오산시,2023-05,보호중,고양이,한국 고양이,0,0.1,Q,N
남양주시,2023-05,보호중,개,셰퍼드,3,24.0,F,N
남양주시,2023-05,보호중,개,셰퍼드,3,27.0,M,N
성남시,2023-05,보호중,고양이,터키시 앙고라,1,1.1,F,Q
부천시,2023-05,보호중,고양이,한국 고양이,0,0.1,Q,N
성남시,2023-05,보호중,고양이,샴,0,0.3,F,N
성남시,2023-05,보호중,고양이,터키시 앙고라,1,1.1,F,Q
부천시,2023-05,보호중,개,비글,5,14.8,F,Q
광명시,2023-05,보호중,개,믹스견,4,10.0,F,Q
남양주시,2023-05,보호중,개,믹스견,7,19.0,M,N
성남시,2023-05,보호중,개,슈나우져,6,10.63,M,N
성남시,2023-05,보호중,고양이,한국 고양이,0,0.32,M,N
안산시,2023-05,보호중,개,브리타니 스파니엘,7,22.0,M,N
평택시,2023-05,보호중,개,믹스견,1,6.0,F,N
평택시,2023-05,보호중,개,믹스견,11,5.0,F,N
평택시,2023-05,보호중,개,믹스견,11,5.0,M,N
부천시,2023-05,보호중,개,푸들,11,3.8,F,Y
성남시,2023-05,보호중,고양이,한국 고양이,0,0.2,F,N
시흥시,2023-05,보호중,고양이,한국 고양이,0,0.3,F,N
시흥시,2023-05,보호중,고양이,한국 고양이,0,0.3,M,N
시흥시,2023-05,보호중,고양이,한국 고양이,0,0.3,M,N
시흥시,2023-05,보호중,고양이,한국 고양이,0,0.3,M,N
고양시,2023-05,종료(반환),개,믹스견,3,14.0,M,Y
성남시,2023-05,보호중,고양이,한국 고양이,0,0.2,M,N
평택시,2023-05,보호중,개,믹스견,1,7.0,M,N
시흥시,2023-05,보호중,고양이,한국 고양이,0,0.3,F,N
성남시,2023-05,보호중,고양이,한국 고양이,0,0.43,M,N
성남시,2023-05,보호중,고양이,한국 고양이,0,0.22,M,N
성남시,2023-05,보호중,개,진도견,3,15.0,M,N
김포시,2023-05,보호중,고양이,한국 고양이,0,0.2,F,Q
김포시,2023-05,보호중,고양이,한국 고양이,0,0.2,M,N
김포시,2023-05,보호중,개,믹스견,1,13.0,M,N
김포시,2023-05,보호중,고양이,한국 고양이,0,0.2,M,N
포천시,2023-05,보호중,개,믹스견,1,5.7,F,Q
포천시,2023-05,보호중,개,믹스견,2,6.8,F,Q
포천시,2023-05,보호중,고양이,한국 고양이,1,0.3,F,Q
포천시,2023-05,보호중,고양이,한국 고양이,1,0.35,M,N
포천시,2023-05,보호중,고양이,한국 고양이,1,0.3,M,N
포천시,2023-05,보호중,개,믹스견,8,19.0,F,Q
포천시,2023-05,종료(반환),개,포메라니안,4,4.0,F,Q
포천시,2023-05,보호중,개,믹스견,5,13.3,M,N
하남시,2023-05,보호중,개,믹스견,2,25.0,M,N
하남시,2023-05,보호중,개,믹스견,5,25.0,F,Q
파주시,2023-05,보호중,개,믹스견,2,15.0,M,N
김포시,2023-05,보호중,고양이,한국 고양이,0,0.17,M,N
고양시,2023-05,종료(반환),개,말티즈,6,3.9,M,Y
평택시,2023-05,보호중,고양이,한국 고양이,0,0.01,Q,N
평택시,2023-05,보호중,고양이,한국 고양이,0,0.01,Q,N
성남시,2023-05,보호중,고양이,한국 고양이,0,0.16,M,N
성남시,2023-05,보호중,고양이,한국 고양이,0,0.2,M,N
성남시,2023-05,보호중,고양이,한국 고양이,0,0.1,F,N
성남시,2023-05,종료(반환),개,라이카,4,21.0,M,N
평택시,2023-05,보호중,고양이,한국 고양이,0,0.01,Q,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.3,F,N
광주시,2023-05,보호중,개,믹스견,2,4.0,M,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.1,F,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.1,F,N
남양주시,2023-05,보호중,고양이,페르시안,4,1.4,F,N
고양시,2023-05,보호중,개,믹스견,2,7.4,M,Q
성남시,2023-05,종료(자연사),고양이,한국 고양이,0,0.16,M,N
수원시,2023-05,보호중,고양이,한국 고양이,0,0.09,F,N
평택시,2023-05,보호중,고양이,한국 고양이,0,0.01,Q,N
화성시,2023-05,보호중,개,믹스견,6,18.0,M,Q
평택시,2023-05,보호중,고양이,한국 고양이,0,0.01,Q,N
평택시,2023-05,보호중,고양이,한국 고양이,1,0.3,Q,N
평택시,2023-05,보호중,고양이,한국 고양이,0,0.3,Q,N
평택시,2023-05,보호중,고양이,한국 고양이,0,0.3,Q,N
안산시,2023-05,보호중,개,믹스견,2,9.0,F,Q
안산시,2023-05,보호중,개,믹스견,2,9.0,F,Q
안산시,2023-05,보호중,개,믹스견,2,9.0,F,Q
안산시,2023-05,보호중,개,믹스견,2,9.0,M,N
고양시,2023-05,보호중,개,믹스견,2,6.5,F,N
남양주시,2023-05,보호중,고양이,믹스묘,3,1.3,F,N
시흥시,2023-05,종료(자연사),고양이,한국 고양이,0,0.1,F,N
시흥시,2023-05,보호중,개,케리 블루 테리어,6,10.0,M,Y
시흥시,2023-05,보호중,개,믹스견,1,2.2,M,N
양평군,2023-05,보호중,개,믹스견,6,7.2,M,Q
화성시,2023-05,보호중,개,믹스견,4,14.0,M,N
화성시,2023-05,보호중,개,믹스견,3,13.0,F,Q
화성시,2023-05,보호중,개,말티즈,9,3.0,M,Q
성남시,2023-05,종료(자연사),기타축종,햄스터,2,0.01,Q,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.25,M,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.22,F,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.14,F,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.43,F,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.14,Q,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.14,F,N
안산시,2023-05,보호중,고양이,한국 고양이,2,4.0,Q,Q
안산시,2023-05,보호중,고양이,한국 고양이,0,0.14,Q,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.14,Q,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.4,Q,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.18,F,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.14,F,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.14,F,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.2,F,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.2,M,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.2,M,N
포천시,2023-05,보호중,개,믹스견,3,5.86,M,N
포천시,2023-05,보호중,고양이,한국 고양이,0,0.1,F,Q
포천시,2023-05,보호중,고양이,한국 고양이,0,0.1,M,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.2,F,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.22,M,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.19,M,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.21,M,N
용인시,2023-05,보호중,개,믹스견,1,6.0,F,N
의왕시,2023-05,보호중,개,푸들,4,5.8,F,Q
의왕시,2023-05,보호중,개,푸들,4,7.0,M,Y
시흥시,2023-05,종료(반환),개,보더 콜리,4,22.0,F,Q
남양주시,2023-05,보호중,고양이,믹스묘,5,1.6,F,N
남양주시,2023-05,보호중,개,믹스견,4,22.0,F,N
남양주시,2023-05,보호중,개,믹스견,1,4.8,F,N
고양시,2023-05,보호중,개,진도견,4,18.0,M,N
남양주시,2023-05,보호중,개,믹스견,6,8.0,F,N
남양주시,2023-05,보호중,개,믹스견,0,0.4,F,N
고양시,2023-05,보호중,개,믹스견,2,8.0,F,Q
여주시,2023-05,보호중,개,믹스견,3,7.0,M,N
여주시,2023-05,보호중,개,진도견,6,21.0,M,N
여주시,2023-05,보호중,개,믹스견,0,2.0,F,N
여주시,2023-05,종료(자연사),고양이,한국 고양이,6,2.4,F,N
여주시,2023-05,보호중,개,믹스견,0,1.5,F,N
여주시,2023-05,보호중,개,믹스견,0,1.4,F,N
여주시,2023-05,보호중,개,믹스견,0,1.5,M,N
여주시,2023-05,보호중,개,동경견,2,9.5,F,N
여주시,2023-05,보호중,개,진도견,4,15.0,F,N
광주시,2023-05,보호중,개,믹스견,2,11.0,F,N
평택시,2023-05,보호중,개,도사,3,20.0,M,N
포천시,2023-05,보호중,고양이,한국 고양이,0,0.1,M,N
포천시,2023-05,보호중,고양이,한국 고양이,0,0.1,M,N
포천시,2023-05,보호중,고양이,한국 고양이,0,0.1,F,Q
양주시,2023-05,보호중,개,시베리안 허스키,3,18.0,F,Q
양주시,2023-05,종료(자연사),고양이,한국 고양이,4,1.8,M,N
파주시,2023-05,보호중,개,믹스견,2,8.1,M,N
파주시,2023-05,보호중,개,믹스견,3,17.0,M,N
남양주시,2023-05,보호중,개,믹스견,0,0.4,F,N
남양주시,2023-05,보호중,개,믹스견,0,0.4,M,N
남양주시,2023-05,보호중,개,믹스견,0,0.4,F,N
남양주시,2023-05,보호중,개,믹스견,0,0.4,F,N
평택시,2023-05,보호중,개,보더 콜리,4,15.0,M,N
평택시,2023-05,보호중,개,빠삐용,9,3.1,F,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,4,4.0,F,N
안양시,2023-05,보호중,개,시바,1,2.8,M,N
성남시,2023-05,보호중,고양이,한국 고양이,0,0.3,F,N
화성시,2023-05,보호중,개,믹스견,2,7.0,F,N
화성시,2023-05,보호중,개,믹스견,4,11.0,F,N
양평군,2023-05,보호중,개,말티즈,5,3.0,F,N
안성시,2023-05,보호중,고양이,믹스묘,3,3.42,M,N
이천시,2023-05,보호중,개,풍산견,2,30.0,M,N
이천시,2023-05,보호중,개,미니어쳐 푸들,8,3.8,M,N
이천시,2023-05,보호중,고양이,한국 고양이,0,0.3,Q,N
이천시,2023-05,보호중,고양이,한국 고양이,0,0.3,Q,N
이천시,2023-05,보호중,고양이,한국 고양이,0,0.3,Q,N
이천시,2023-05,보호중,고양이,한국 고양이,0,0.3,Q,N
용인시,2023-05,보호중,개,믹스견,3,21.0,M,N
안성시,2023-05,보호중,개,믹스견,4,15.02,M,N
남양주시,2023-05,보호중,개,믹스견,0,0.4,M,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.2,F,N
이천시,2023-05,보호중,개,믹스견,1,5.5,M,N
이천시,2023-05,보호중,고양이,한국 고양이,0,0.3,Q,N
용인시,2023-05,보호중,고양이,한국 고양이,0,0.21,F,N
의왕시,2023-05,보호중,개,푸들,4,8.0,M,Y
시흥시,2023-05,보호중,개,믹스견,4,17.0,M,N
수원시,2023-05,종료(반환),개,코카 스파니엘,6,9.15,M,Y
여주시,2023-05,보호중,개,포메라니안,3,4.0,M,N
수원시,2023-05,보호중,개,삽살개,6,9.5,M,N
안산시,2023-05,보호중,고양이,한국 고양이,1,0.7,Q,N
평택시,2023-05,보호중,고양이,한국 고양이,0,0.5,F,N
부천시,2023-05,보호중,고양이,한국 고양이,0,0.3,F,N
안양시,2023-05,종료(자연사),고양이,한국 고양이,0,0.25,M,N
성남시,2023-05,종료(반환),개,말티즈,3,3.0,F,Q
수원시,2023-05,보호중,고양이,믹스묘,5,3.7,M,Y
수원시,2023-05,종료(반환),개,포메라니안,6,5.8,M,N
용인시,2023-05,보호중,개,믹스견,1,5.4,F,N
용인시,2023-05,보호중,개,믹스견,6,12.0,F,N
용인시,2023-05,보호중,개,라브라도 리트리버,3,25.0,F,Q
군포시,2023-05,보호중,고양이,한국 고양이,0,0.5,M,N
군포시,2023-05,보호중,고양이,한국 고양이,0,0.5,F,N
포천시,2023-05,보호중,고양이,한국 고양이,0,0.4,F,Q
포천시,2023-05,보호중,고양이,한국 고양이,0,0.4,F,Q
포천시,2023-05,보호중,고양이,한국 고양이,0,0.4,F,Q
포천시,2023-05,보호중,개,푸들,3,2.9,F,Q
양주시,2023-05,보호중,개,믹스견,2,8.5,F,Q
양주시,2023-05,보호중,개,믹스견,1,3.3,M,N
군포시,2023-05,보호중,개,시바,4,8.0,F,Q
안성시,2023-05,보호중,개,믹스견,2,4.6,M,N
안성시,2023-05,보호중,개,믹스견,2,4.8,F,N
안성시,2023-05,보호중,개,믹스견,2,9.2,M,N
안성시,2023-05,보호중,개,믹스견,1,3.65,F,N
안성시,2023-05,보호중,개,믹스견,4,7.7,F,N
안성시,2023-05,보호중,개,믹스견,0,1.4,F,N
안성시,2023-05,보호중,개,믹스견,0,1.7,F,N
안성시,2023-05,보호중,개,믹스견,1,3.3,F,N
시흥시,2023-05,보호중,개,시베리안 허스키,5,18.0,M,N
시흥시,2023-05,종료(반환),개,푸들,16,4.1,F,N
오산시,2023-05,보호중,고양이,한국 고양이,4,4.5,M,Y
오산시,2023-05,종료(반환),개,슈나우져,9,10.4,M,Y
남양주시,2023-05,보호중,개,푸들,5,6.0,M,Y
남양주시,2023-05,보호중,개,믹스견,3,18.0,M,N
안산시,2023-05,보호중,고양이,한국 고양이,1,0.75,Q,N
안산시,2023-05,보호중,개,치와와,6,4.0,M,N
평택시,2023-05,종료(자연사),고양이,한국 고양이,0,0.01,Q,N
평택시,2023-05,종료(자연사),고양이,한국 고양이,0,0.01,Q,N
평택시,2023-05,보호중,개,믹스견,3,6.0,M,N
김포시,2023-05,보호중,개,믹스견,1,6.6,F,Q
김포시,2023-05,보호중,개,믹스견,0,7.9,M,N
파주시,2023-05,종료(반환),개,말티즈,4,2.5,F,Q
파주시,2023-05,보호중,개,믹스견,1,5.3,F,Q
파주시,2023-05,보호중,개,믹스견,1,4.8,F,Q
파주시,2023-05,보호중,개,믹스견,1,4.4,M,N
고양시,2023-05,보호중,개,믹스견,6,5.0,F,Q
고양시,2023-05,보호중,고양이,페르시안,3,4.2,M,Q
의정부시,2023-05,보호중,개,믹스견,11,18.0,M,N
수원시,2023-05,종료(반환),개,시츄,5,5.95,M,Y
광주시,2023-05,보호중,고양이,한국 고양이,0,0.2,F,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.2,M,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.2,M,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.2,M,N
광주시,2023-05,보호중,개,믹스견,2,9.0,F,N
광주시,2023-05,보호중,개,진도견,0,3.1,M,N
파주시,2023-05,보호중,개,믹스견,1,2.5,F,Q
고양시,2023-05,보호중,기타축종,앵무새,2,0.03,Q,Q
광주시,2023-05,보호중,개,푸들,2,7.2,F,N
양평군,2023-05,보호중,개,믹스견,5,13.0,M,N
군포시,2023-05,보호중,고양이,한국 고양이,0,0.5,M,N
평택시,2023-05,보호중,기타축종,골든 햄스터,0,0.01,F,N
김포시,2023-05,보호중,개,믹스견,2,17.0,M,N
안성시,2023-05,보호중,개,믹스견,0,1.7,M,N
안산시,2023-05,보호중,개,믹스견,2,7.0,F,Q
평택시,2023-05,보호중,개,믹스견,6,10.0,F,Q
부천시,2023-05,보호중,개,말티즈,3,4.3,M,N
평택시,2023-05,보호중,개,믹스견,3,13.0,F,Q
평택시,2023-05,보호중,고양이,한국 고양이,0,0.01,Q,N
평택시,2023-05,보호중,고양이,한국 고양이,0,0.01,Q,N
평택시,2023-05,보호중,고양이,한국 고양이,0,0.01,Q,N
평택시,2023-05,종료(자연사),고양이,한국 고양이,0,0.01,Q,N
평택시,2023-05,종료(자연사),고양이,한국 고양이,0,0.01,Q,N
평택시,2023-05,보호중,기타축종,골든 햄스터,0,0.01,M,N
평택시,2023-05,보호중,개,믹스견,8,14.0,M,N
화성시,2023-05,보호중,개,믹스견,0,3.0,M,N
화성시,2023-05,보호중,개,믹스견,0,3.0,M,N
화성시,2023-05,보호중,개,믹스견,0,3.0,M,N
화성시,2023-05,보호중,개,믹스견,0,3.0,F,N
화성시,2023-05,보호중,개,보스턴 테리어,2,8.0,F,Q
화성시,2023-05,보호중,개,믹스견,0,3.0,F,N
화성시,2023-05,보호중,고양이,한국 고양이,0,0.1,Q,Q
동두천시,2023-05,보호중,개,포메라니안,4,7.2,M,Y
광명시,2023-05,종료(반환),개,믹스견,5,7.3,F,Q
광명시,2023-05,종료(자연사),고양이,한국 고양이,0,1.5,F,N
광명시,2023-05,보호중,개,믹스견,2,18.0,M,N
수원시,2023-05,종료(반환),개,시바,1,5.5,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.4,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.5,M,N
김포시,2023-05,보호중,개,믹스견,0,1.5,M,N
김포시,2023-05,보호중,개,믹스견,0,1.8,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.6,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.5,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.5,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.7,M,N
김포시,2023-05,종료(반환),개,푸들,10,4.9,M,Y
김포시,2023-05,종료(반환),개,믹스견,3,4.5,M,N
파주시,2023-05,종료(반환),개,말티즈,6,2.8,M,Y
하남시,2023-05,보호중,개,믹스견,3,10.0,F,N
동두천시,2023-05,보호중,개,포메라니안,4,4.3,M,Y
김포시,2023-05,보호중,개,믹스견,0,1.8,M,N
의정부시,2023-05,종료(반환),개,골든 리트리버,3,24.0,F,Q
안성시,2023-05,보호중,개,말티즈,8,3.24,M,N
화성시,2023-05,종료(반환),개,라브라도 리트리버,6,23.0,F,Q
광주시,2023-05,보호중,고양이,한국 고양이,3,4.0,M,N
연천군,2023-05,보호중,개,믹스견,5,19.0,M,N
김포시,2023-05,보호중,개,믹스견,4,18.0,M,N
광명시,2023-05,보호중,고양이,한국 고양이,0,1.5,F,N
광주시,2023-05,보호중,개,믹스견,2,18.0,M,N
수원시,2023-05,보호중,개,푸들,5,3.6,F,Q
하남시,2023-05,보호중,고양이,한국 고양이,0,0.5,F,N
하남시,2023-05,종료(반환),개,포메라니안,3,3.0,M,N
시흥시,2023-05,보호중,고양이,한국 고양이,0,0.34,F,N
시흥시,2023-05,보호중,고양이,한국 고양이,0,0.3,F,N
시흥시,2023-05,보호중,고양이,한국 고양이,0,0.4,M,N
시흥시,2023-05,보호중,개,푸들,6,5.0,M,Y
오산시,2023-05,보호중,개,믹스견,3,7.0,F,N
남양주시,2023-05,보호중,개,푸들,9,1.8,M,N
남양주시,2023-05,보호중,고양이,믹스묘,0,0.2,M,N
남양주시,2023-05,보호중,고양이,믹스묘,0,0.2,M,N
남양주시,2023-05,보호중,고양이,믹스묘,0,0.2,F,N
광주시,2023-05,보호중,개,믹스견,3,15.0,F,N
고양시,2023-05,보호중,개,시바,2,9.0,F,Q
성남시,2023-05,보호중,고양이,한국 고양이,0,0.18,M,N
남양주시,2023-05,보호중,개,말티즈,3,4.6,M,N
남양주시,2023-05,보호중,고양이,믹스묘,0,0.2,F,N
고양시,2023-05,보호중,고양이,한국 고양이,0,0.25,Q,N
하남시,2023-05,보호중,개,믹스견,7,10.0,M,N
남양주시,2023-05,보호중,고양이,믹스묘,0,0.2,F,N
남양주시,2023-05,보호중,개,믹스견,3,21.0,M,N
고양시,2023-05,보호중,고양이,한국 고양이,2,2.6,M,Q
고양시,2023-05,보호중,개,시베리안 허스키,4,25.0,F,Q
가평군,2023-05,보호중,개,포메라니안,4,3.0,F,Q
용인시,2023-05,보호중,개,믹스견,1,3.0,M,N
하남시,2023-05,종료(반환),개,요크셔 테리어,8,2.0,F,N
하남시,2023-05,보호중,고양이,한국 고양이,0,0.5,F,N
하남시,2023-05,보호중,고양이,한국 고양이,0,0.5,F,N
안산시,2023-05,보호중,개,스피츠,1,2.4,M,N
안산시,2023-05,보호중,개,믹스견,1,2.5,M,N
평택시,2023-05,보호중,개,믹스견,0,20.0,M,N
평택시,2023-05,보호중,개,믹스견,1,5.0,M,N
평택시,2023-05,보호중,기타축종,햄스터,0,0.05,Q,N
평택시,2023-05,보호중,기타축종,햄스터,0,0.05,Q,N
평택시,2023-05,보호중,기타축종,햄스터,0,0.05,Q,N
평택시,2023-05,보호중,고양이,한국 고양이,0,0.5,M,N
성남시,2023-05,보호중,개,믹스견,2,11.0,M,N
광주시,2023-05,보호중,개,믹스견,3,18.0,M,N
화성시,2023-05,보호중,개,믹스견,5,10.0,M,N
화성시,2023-05,보호중,고양이,믹스묘,4,3.0,Q,Q
화성시,2023-05,보호중,개,골든 리트리버,5,30.0,F,Q
화성시,2023-05,보호중,개,믹스견,3,11.0,F,N
화성시,2023-05,보호중,개,믹스견,6,8.0,M,Q
화성시,2023-05,보호중,개,푸들,5,7.0,M,Q
화성시,2023-05,보호중,개,믹스견,3,9.0,M,N
수원시,2023-05,보호중,고양이,한국 고양이,0,0.28,Q,N
수원시,2023-05,종료(입양),고양이,한국 고양이,0,0.38,Q,N
안성시,2023-05,보호중,개,믹스견,3,17.5,M,N
안성시,2023-05,보호중,개,믹스견,2,20.22,M,N
안성시,2023-05,보호중,개,믹스견,1,2.6,M,N
안성시,2023-05,보호중,개,믹스견,1,5.5,F,N
안성시,2023-05,보호중,개,믹스견,2,7.4,M,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.4,F,N
안산시,2023-05,보호중,고양이,한국 고양이,0,0.13,F,N
안성시,2023-05,보호중,개,믹스견,4,24.0,M,N
안성시,2023-05,보호중,개,믹스견,1,2.25,F,N
남양주시,2023-05,보호중,개,믹스견,3,20.0,M,N
안산시,2023-05,보호중,개,닥스훈트,5,3.0,F,Q
안산시,2023-05,보호중,개,시츄,6,4.0,F,Q
안산시,2023-05,보호중,기타축종,닭,1,4.0,Q,Q
안산시,2023-05,보호중,기타축종,닭,1,6.0,Q,Q
안양시,2023-05,종료(자연사),고양이,한국 고양이,4,6.0,M,Y
안양시,2023-05,종료(반환),개,푸들,7,4.6,F,Q
안양시,2023-05,종료(반환),개,푸들,8,5.5,F,Q
의정부시,2023-05,보호중,개,믹스견,2,11.0,F,Q
의정부시,2023-05,보호중,개,푸들,2,3.8,F,Q
양주시,2023-05,보호중,개,믹스견,1,2.7,F,Q
양주시,2023-05,보호중,개,요크셔 테리어,11,4.1,F,Q
양주시,2023-05,보호중,개,믹스견,1,2.5,F,Q
연천군,2023-05,보호중,개,믹스견,1,8.5,M,N
연천군,2023-05,보호중,개,믹스견,2,3.4,F,Q
연천군,2023-05,보호중,개,믹스견,1,4.5,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.3,M,N
김포시,2023-05,보호중,개,믹스견,0,1.3,M,N
김포시,2023-05,보호중,개,믹스견,0,1.1,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.2,F,N
포천시,2023-05,보호중,개,믹스견,0,0.62,M,N
포천시,2023-05,보호중,개,믹스견,0,0.5,F,Q
포천시,2023-05,보호중,개,믹스견,0,0.52,F,Q
포천시,2023-05,보호중,개,믹스견,0,0.58,M,N
파주시,2023-05,보호중,개,믹스견,0,0.88,F,Q
의왕시,2023-05,보호중,개,믹스견,1,6.0,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.3,M,N
김포시,2023-05,보호중,개,믹스견,0,1.1,F,Q
포천시,2023-05,보호중,개,믹스견,0,0.52,F,Q
포천시,2023-05,보호중,개,믹스견,0,1.4,M,N
양주시,2023-05,보호중,개,믹스견,1,2.7,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.2,F,Q
김포시,2023-05,보호중,개,믹스견,0,1.2,M,N
김포시,2023-05,보호중,개,믹스견,4,20.0,F,Q
포천시,2023-05,보호중,개,믹스견,0,0.56,F,Q
포천시,2023-05,보호중,개,믹스견,3,5.4,F,Q
포천시,2023-05,종료(반환),개,믹스견,3,4.2,M,N
포천시,2023-05,보호중,개,믹스견,0,1.7,M,N
포천시,2023-05,보호중,개,믹스견,0,1.9,F,Q
포천시,2023-05,보호중,개,믹스견,0,1.8,M,N
포천시,2023-05,보호중,개,믹스견,0,2.0,M,N
포천시,2023-05,보호중,개,믹스견,0,1.6,F,Q
포천시,2023-05,보호중,개,믹스견,3,12.5,F,Q
양주시,2023-05,보호중,개,믹스견,3,9.8,M,N
양주시,2023-05,종료(반환),개,믹스견,2,18.0,F,Q
파주시,2023-05,종료(자연사),개,믹스견,1,4.1,M,N
파주시,2023-05,보호중,개,믹스견,3,19.0,F,Q
파주시,2023-05,보호중,개,믹스견,0,1.0,M,N
파주시,2023-05,보호중,개,믹스견,0,0.88,M,N
파주시,2023-05,보호중,개,믹스견,0,1.0,M,N
파주시,2023-05,보호중,개,믹스견,0,1.1,M,N
파주시,2023-05,보호중,개,믹스견,0,1.0,M,N
양주시,2023-05,보호중,개,믹스견,1,3.5,M,N
김포시,2023-05,보호중,개,믹스견,1,9.0,F,Q
김포시,2023-05,보호중,개,믹스견,1,8.0,M,N
여주시,2023-05,보호중,개,믹스견,2,10.0,F,N
남양주시,2023-05,보호중,개,믹스견,4,21.0,M,N
평택시,2023-05,종료(안락사),개,믹스견,0,2.7,M,N
평택시,2023-05,보호중,개,믹스견,0,3.7,M,N
성남시,2023-05,보호중,개,진도견,6,18.0,F,Q
용인시,2023-05,보호중,고양이,한국 고양이,0,0.16,F,N
시흥시,2023-05,종료(반환),개,푸들,6,8.0,M,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.3,M,N
이천시,2023-05,보호중,개,풍산견,3,32.0,M,N
평택시,2023-05,종료(반환),개,말티즈,5,4.5,M,N
부천시,2023-05,종료(자연사),고양이,한국 고양이,0,0.5,F,N
부천시,2023-05,종료(반환),개,믹스견,3,15.0,F,N
성남시,2023-05,보호중,고양이,한국 고양이,0,0.22,M,N
성남시,2023-05,보호중,고양이,한국 고양이,0,0.22,M,N
성남시,2023-05,보호중,고양이,한국 고양이,0,0.24,M,N
성남시,2023-05,보호중,개,믹스견,2,12.0,F,N
성남시,2023-05,종료(반환),개,푸들,7,3.6,F,Q
수원시,2023-05,종료(반환),개,치와와,3,5.0,M,Y
시흥시,2023-05,보호중,개,믹스견,6,21.0,F,Q
시흥시,2023-05,종료(반환),개,믹스견,6,17.0,F,N
시흥시,2023-05,보호중,개,스피츠,6,11.0,M,Y
시흥시,2023-05,보호중,개,믹스견,8,4.0,F,Q
오산시,2023-05,종료(반환),개,말티즈,10,2.2,F,N
오산시,2023-05,종료(반환),개,말티즈,13,6.0,F,N
오산시,2023-05,종료(반환),개,믹스견,1,2.5,F,N
남양주시,2023-05,보호중,개,치와와,6,3.0,M,N
고양시,2023-05,보호중,고양이,한국 고양이,3,4.0,M,Y
고양시,2023-05,보호중,고양이,한국 고양이,2,2.8,F,Q
안산시,2023-05,종료(반환),개,포메라니안,4,3.6,M,Y
평택시,2023-05,보호중,고양이,한국 고양이,1,0.85,F,N
평택시,2023-05,보호중,고양이,한국 고양이,9,2.3,F,N
평택시,2023-05,종료(안락사),개,믹스견,0,3.2,F,N
평택시,2023-05,종료(안락사),개,믹스견,0,3.0,M,N
평택시,2023-05,종료(안락사),개,믹스견,0,2.9,F,N
평택시,2023-05,종료(안락사),개,믹스견,0,2.8,M,N
평택시,2023-05,종료(안락사),개,믹스견,0,3.0,F,N
평택시,2023-05,보호중,기타축종,염소,1,10.0,M,N
여주시,2023-05,보호중,개,믹스견,2,8.5,F,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.3,M,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.3,F,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.3,F,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.3,F,N
광주시,2023-05,보호중,고양이,한국 고양이,0,0.3,F,N
광주시,2023-05,종료(반환),개,라브라도 리트리버,4,35.0,M,N
이천시,2023-05,보호중,개,시베리안라이카,3,21.0,F,N
이천시,2023-05,보호중,개,믹스견,3,5.5,F,N
이천시,2023-05,보호중,개,동경견,0,6.5,M,N
용인시,2023-05,보호중,개,믹스견,0,0.39,M,N
